3,0.015486478805541992,Asc,Press
1,0.031255483627319336,Asc,Press
1,0.0312497615814209,Asc,Press
3,0.046883583068847656,Asc,Release
3,0.015623331069946289,Asc,Press
3,0.0,Asc,Release
1,0.06250667572021484,Asc,Release
3,0.046880483627319336,Asc,Release
1,0.0,Asc,Press
1,0.015662193298339844,Asc,Press
1,0.015591144561767578,Asc,Release
3,0.0,Asc,Press
3,0.0,Asc,Press
1,0.06251120567321777,Asc,Release
1,0.015628814697265625,Asc,Release
3,0.015622854232788086,Asc,Release
3,0.03128361701965332,Asc,Release
4,0.0,Asc,Press
1,0.03122425079345703,Asc,Press
4,0.031304121017456055,Asc,Release
3,0.015591621398925781,Asc,Press
1,0.0,Asc,Press
2,0.015630245208740234,Asc,Press
4,0.04695868492126465,Asc,Press
1,0.015526533126831055,Asc,Release
1,0.04691314697265625,Asc,Release
2,0.015590906143188477,Asc,Release
3,0.0156557559967041,Asc,Release
4,0.03122401237487793,Asc,Release
Lcontrol,6.236873388290405,Lcontrol,Press
Lshift,0.06250572204589844,Lshift,Press
Lshift,0.48453426361083984,Lshift,Press
Lshift,0.03682756423950195,Lshift,Press
Lshift,0.03125476837158203,Lshift,Press
1,0.015453577041625977,Asc,Press
1,0.03125,Asc,Release
Lcontrol,0.06250548362731934,Lcontrol,Release
Lshift,0.015632152557373047,Lshift,Release
